Modelo,Usa_Penalidade,ID_Fluxo,Rota,Tipo_Rota,Origem,Lat_O,Lon_O,Destino,Lat_D,Lon_D,Custo_Horas,Doses,Vacina,Modal
1,True,RioDeJaneiro_Salvador_Janssen,RioDeJaneiro -> Salvador,ij,RioDeJaneiro,-22.9068,-43.1729,Salvador,-12.9742,-38.5125,4.365,1401,Janssen,aereo
1,True,RioDeJaneiro_Vitoria_AstraZeneca,RioDeJaneiro -> Vitoria,ij,RioDeJaneiro,-22.9068,-43.1729,Vitoria,-20.3155,-40.3128,3.071,1182,AstraZeneca,aereo
1,True,RioDeJaneiro_Vitoria_Janssen,RioDeJaneiro -> Vitoria,ij,RioDeJaneiro,-22.9068,-43.1729,Vitoria,-20.3155,-40.3128,3.071,125,Janssen,aereo
1,True,RioDeJaneiro_SaoPaulo_Janssen,RioDeJaneiro -> SaoPaulo,ij,RioDeJaneiro,-22.9068,-43.1729,SaoPaulo,-23.5505,-46.6333,2.986,4663,Janssen,aereo
1,True,RioDeJaneiro_Curitiba_AstraZeneca,RioDeJaneiro -> Curitiba,ij,RioDeJaneiro,-22.9068,-43.1729,Curitiba,-25.429,-49.2671,3.503,8028,AstraZeneca,aereo
1,True,RioDeJaneiro_Curitiba_Janssen,RioDeJaneiro -> Curitiba,ij,RioDeJaneiro,-22.9068,-43.1729,Curitiba,-25.429,-49.2671,3.503,80,Janssen,aereo
1,True,RioDeJaneiro_Florianopolis_AstraZeneca,RioDeJaneiro -> Florianopolis,ij,RioDeJaneiro,-22.9068,-43.1729,Florianopolis,-27.5945,-48.5477,3.620,1207,AstraZeneca,aereo
1,True,RioDeJaneiro_PortoAlegre_AstraZeneca,RioDeJaneiro -> PortoAlegre,ij,RioDeJaneiro,-22.9068,-43.1729,PortoAlegre,-30.0346,-51.2177,4.230,826,AstraZeneca,aereo
1,True,RioDeJaneiro_CampoGrande_Janssen,RioDeJaneiro -> CampoGrande,ij,RioDeJaneiro,-22.9068,-43.1729,CampoGrande,-20.4697,-54.6201,4.371,223,Janssen,aereo
1,True,RioDeJaneiro_Goiania_AstraZeneca,RioDeJaneiro -> Goiania,ij,RioDeJaneiro,-22.9068,-43.1729,Goiania,-16.6869,-49.2648,3.928,4146,AstraZeneca,aereo
1,True,RioDeJaneiro_Brasilia_AstraZeneca,RioDeJaneiro -> Brasilia,ij,RioDeJaneiro,-22.9068,-43.1729,Brasilia,-15.7975,-47.8919,3.915,8854,AstraZeneca,aereo
1,True,SaoPaulo_Manaus_Pfizer,SaoPaulo -> Manaus,ij,SaoPaulo,-23.5505,-46.6333,Manaus,-3.0922,-60.0604,6.778,7325,Pfizer,aereo
1,True,SaoPaulo_BoaVista_Pfizer,SaoPaulo -> BoaVista,ij,SaoPaulo,-23.5505,-46.6333,BoaVista,2.8212,-60.673,7.768,913,Pfizer,aereo
1,True,SaoPaulo_Belem_Pfizer,SaoPaulo -> Belem,ij,SaoPaulo,-23.5505,-46.6333,Belem,-1.4554,-48.5051,6.406,1670,Pfizer,aereo
1,True,SaoPaulo_Palmas_Pfizer,SaoPaulo -> Palmas,ij,SaoPaulo,-23.5505,-46.6333,Palmas,-10.1845,-48.3337,4.833,16,Pfizer,aereo
1,True,SaoPaulo_SaoLuis_Pfizer,SaoPaulo -> SaoLuis,ij,SaoPaulo,-23.5505,-46.6333,SaoLuis,-2.5274,-44.3061,6.220,2337,Pfizer,aereo
1,True,SaoPaulo_Salvador_Pfizer,SaoPaulo -> Salvador,ij,SaoPaulo,-23.5505,-46.6333,Salvador,-12.9742,-38.5125,4.764,932,Pfizer,aereo
1,True,SaoPaulo_Vitoria_Pfizer,SaoPaulo -> Vitoria,ij,SaoPaulo,-23.5505,-46.6333,Vitoria,-20.3155,-40.3128,3.610,905,Pfizer,aereo
1,True,SaoPaulo_RioDeJaneiro_Pfizer,SaoPaulo -> RioDeJaneiro,ij,SaoPaulo,-23.5505,-46.6333,RioDeJaneiro,-22.9068,-43.1729,2.986,20191,Pfizer,aereo
1,True,SaoPaulo_Curitiba_Pfizer,SaoPaulo -> Curitiba,ij,SaoPaulo,-23.5505,-46.6333,Curitiba,-25.429,-49.2671,2.950,1331,Pfizer,aereo
1,True,SaoPaulo_Florianopolis_Pfizer,SaoPaulo -> Florianopolis,ij,SaoPaulo,-23.5505,-46.6333,Florianopolis,-27.5945,-48.5477,3.195,592,Pfizer,aereo
1,True,SaoPaulo_PortoAlegre_Pfizer,SaoPaulo -> PortoAlegre,ij,SaoPaulo,-23.5505,-46.6333,PortoAlegre,-30.0346,-51.2177,3.785,458,Pfizer,aereo
1,True,SaoPaulo_Brasilia_Pfizer,SaoPaulo -> Brasilia,ij,SaoPaulo,-23.5505,-46.6333,Brasilia,-15.7975,-47.8919,3.817,7703,Pfizer,aereo
1,True,Florianopolis_SaoPaulo_CoronaVac,Florianopolis -> SaoPaulo,ij,Florianopolis,-27.5945,-48.5477,SaoPaulo,-23.5505,-46.6333,3.195,4777,CoronaVac,aereo
1,True,Florianopolis_Curitiba_Janssen,Florianopolis -> Curitiba,ij,Florianopolis,-27.5945,-48.5477,Curitiba,-25.429,-49.2671,2.808,480,Janssen,aereo
1,True,Florianopolis_PortoAlegre_Janssen,Florianopolis -> PortoAlegre,ij,Florianopolis,-27.5945,-48.5477,PortoAlegre,-30.0346,-51.2177,3.011,459,Janssen,aereo
1,True,CampoGrande_RioBranco_CoronaVac,CampoGrande -> RioBranco,ij,CampoGrande,-20.4697,-54.6201,RioBranco,-9.9724,-67.8101,5.378,652,CoronaVac,aereo
1,True,CampoGrande_Manaus_Pfizer,CampoGrande -> Manaus,ij,CampoGrande,-20.4697,-54.6201,Manaus,-3.0922,-60.0604,5.683,4632,Pfizer,aereo
1,True,CampoGrande_SaoPaulo_CoronaVac,CampoGrande -> SaoPaulo,ij,CampoGrande,-20.4697,-54.6201,SaoPaulo,-23.5505,-46.6333,3.849,418,CoronaVac,aereo
1,True,CampoGrande_Cuiaba_CoronaVac,CampoGrande -> Cuiaba,ij,CampoGrande,-20.4697,-54.6201,Cuiaba,-15.601,-56.0974,3.316,237,CoronaVac,aereo
1,True,Cuiaba_PortoVelho_Pfizer,Cuiaba -> PortoVelho,ij,Cuiaba,-15.601,-56.0974,PortoVelho,-8.7494,-63.9106,4.253,1663,Pfizer,aereo
1,True,Cuiaba_Manaus_Pfizer,Cuiaba -> Manaus,ij,Cuiaba,-15.601,-56.0974,Manaus,-3.0922,-60.0604,4.768,1838,Pfizer,aereo
1,True,Goiania_Brasilia_Janssen,Goiania -> Brasilia,ij,Goiania,-16.6869,-49.2648,Brasilia,-15.7975,-47.8919,2.687,184,Janssen,aereo
1,True,PortoVelho_RO_Renato_Medeiros_Pfizer,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,2.145,3106,Pfizer,rodoviario
1,True,PortoVelho_RO_Renato_Medeiros_AstraZeneca,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,2.145,3106,AstraZeneca,rodoviario
1,True,PortoVelho_RO_Renato_Medeiros_CoronaVac,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,2.145,3106,CoronaVac,rodoviario
1,True,PortoVelho_RO_Renato_Medeiros_Janssen,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,2.145,517,Janssen,rodoviario
1,True,PortoVelho_RO_Mariana_Pfizer,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,2.224,3106,Pfizer,rodoviario
1,True,PortoVelho_RO_Mariana_AstraZeneca,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,2.224,3106,AstraZeneca,rodoviario
1,True,PortoVelho_RO_Mariana_CoronaVac,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,2.224,3106,CoronaVac,rodoviario
1,True,PortoVelho_RO_Mariana_Janssen,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,2.224,517,Janssen,rodoviario
1,True,RioBranco_AC_Deusimar_Pinheiro_Pfizer,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,2.069,2334,Pfizer,rodoviario
1,True,RioBranco_AC_Deusimar_Pinheiro_AstraZeneca,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,2.069,2334,AstraZeneca,rodoviario
1,True,RioBranco_AC_Deusimar_Pinheiro_CoronaVac,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,2.069,2334,CoronaVac,rodoviario
1,True,RioBranco_AC_Deusimar_Pinheiro_Janssen,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,2.069,389,Janssen,rodoviario
1,True,RioBranco_AC_Rozangela_Pimentel_Pfizer,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,2.177,2334,Pfizer,rodoviario
1,True,RioBranco_AC_Rozangela_Pimentel_AstraZeneca,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,2.177,2334,AstraZeneca,rodoviario
1,True,RioBranco_AC_Rozangela_Pimentel_CoronaVac,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,2.177,2334,CoronaVac,rodoviario
1,True,RioBranco_AC_Rozangela_Pimentel_Janssen,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,2.177,389,Janssen,rodoviario
1,True,Manaus_AM_Luiz_Montenegro_Pfizer,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,2.105,13822,Pfizer,rodoviario
1,True,Manaus_AM_Luiz_Montenegro_AstraZeneca,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,2.105,13822,AstraZeneca,rodoviario
1,True,Manaus_AM_Luiz_Montenegro_CoronaVac,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,2.105,13822,CoronaVac,rodoviario
1,True,Manaus_AM_Luiz_Montenegro_Janssen,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,2.105,2303,Janssen,rodoviario
1,True,Manaus_AM_Silas_Santos_Pfizer,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,2.312,13822,Pfizer,rodoviario
1,True,Manaus_AM_Silas_Santos_AstraZeneca,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,2.312,13822,AstraZeneca,rodoviario
1,True,Manaus_AM_Silas_Santos_CoronaVac,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,2.312,13822,CoronaVac,rodoviario
1,True,Manaus_AM_Silas_Santos_Janssen,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,2.312,2303,Janssen,rodoviario
1,True,BoaVista_RR_Sao_Vicente_Pfizer,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,2.032,2912,Pfizer,rodoviario
1,True,BoaVista_RR_Sao_Vicente_AstraZeneca,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,2.032,2912,AstraZeneca,rodoviario
1,True,BoaVista_RR_Sao_Vicente_CoronaVac,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,2.032,2912,CoronaVac,rodoviario
1,True,BoaVista_RR_Sao_Vicente_Janssen,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,2.032,485,Janssen,rodoviario
1,True,BoaVista_RR_CMI_Pfizer,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,2.080,2912,Pfizer,rodoviario
1,True,BoaVista_RR_CMI_AstraZeneca,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,2.080,2912,AstraZeneca,rodoviario
1,True,BoaVista_RR_CMI_CoronaVac,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,2.080,2912,CoronaVac,rodoviario
1,True,BoaVista_RR_CMI_Janssen,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,2.080,485,Janssen,rodoviario
1,True,Belem_PA_Guama_Pfizer,Belem -> PA_Guama,jp,Belem,-1.4554,-48.5051,PA_Guama,-1.467314,-48.464076,2.103,8383,Pfizer,rodoviario
1,True,Belem_PA_Guama_AstraZeneca,Belem -> PA_Guama,jp,Belem,-1.4554,-48.5051,PA_Guama,-1.467314,-48.464076,2.103,8383,AstraZeneca,rodoviario
1,True,Belem_PA_Guama_CoronaVac,Belem -> PA_Guama,jp,Belem,-1.4554,-48.5051,PA_Guama,-1.467314,-48.464076,2.103,8383,CoronaVac,rodoviario
1,True,Belem_PA_Guama_Janssen,Belem -> PA_Guama,jp,Belem,-1.4554,-48.5051,PA_Guama,-1.467314,-48.464076,2.103,1397,Janssen,rodoviario
1,True,Belem_PA_Cremacao_Pfizer,Belem -> PA_Cremacao,jp,Belem,-1.4554,-48.5051,PA_Cremacao,-1.459466,-48.478454,2.065,8383,Pfizer,rodoviario
1,True,Belem_PA_Cremacao_AstraZeneca,Belem -> PA_Cremacao,jp,Belem,-1.4554,-48.5051,PA_Cremacao,-1.459466,-48.478454,2.065,8383,AstraZeneca,rodoviario
1,True,Belem_PA_Cremacao_CoronaVac,Belem -> PA_Cremacao,jp,Belem,-1.4554,-48.5051,PA_Cremacao,-1.459466,-48.478454,2.065,8383,CoronaVac,rodoviario
1,True,Belem_PA_Cremacao_Janssen,Belem -> PA_Cremacao,jp,Belem,-1.4554,-48.5051,PA_Cremacao,-1.459466,-48.478454,2.065,1397,Janssen,rodoviario
1,True,Macapa_AP_Macelo_Candia_Pfizer,Macapa -> AP_Macelo_Candia,jp,Macapa,0.0407,-51.0574,AP_Macelo_Candia,0.092922,-51.065756,2.127,2938,Pfizer,rodoviario
1,True,Macapa_AP_Macelo_Candia_AstraZeneca,Macapa -> AP_Macelo_Candia,jp,Macapa,0.0407,-51.0574,AP_Macelo_Candia,0.092922,-51.065756,2.127,2938,AstraZeneca,rodoviario
1,True,Macapa_AP_Macelo_Candia_CoronaVac,Macapa -> AP_Macelo_Candia,jp,Macapa,0.0407,-51.0574,AP_Macelo_Candia,0.092922,-51.065756,2.127,2938,CoronaVac,rodoviario
1,True,Macapa_AP_Macelo_Candia_Janssen,Macapa -> AP_Macelo_Candia,jp,Macapa,0.0407,-51.0574,AP_Macelo_Candia,0.092922,-51.065756,2.127,489,Janssen,rodoviario
1,True,Macapa_AP_Leozildo_Barreto_Pfizer,Macapa -> AP_Leozildo_Barreto,jp,Macapa,0.0407,-51.0574,AP_Leozildo_Barreto,0.001521,-51.087738,2.119,2938,Pfizer,rodoviario
1,True,Macapa_AP_Leozildo_Barreto_AstraZeneca,Macapa -> AP_Leozildo_Barreto,jp,Macapa,0.0407,-51.0574,AP_Leozildo_Barreto,0.001521,-51.087738,2.119,2938,AstraZeneca,rodoviario
1,True,Macapa_AP_Leozildo_Barreto_CoronaVac,Macapa -> AP_Leozildo_Barreto,jp,Macapa,0.0407,-51.0574,AP_Leozildo_Barreto,0.001521,-51.087738,2.119,2938,CoronaVac,rodoviario
1,True,Macapa_AP_Leozildo_Barreto_Janssen,Macapa -> AP_Leozildo_Barreto,jp,Macapa,0.0407,-51.0574,AP_Leozildo_Barreto,0.001521,-51.087738,2.119,489,Janssen,rodoviario
1,True,Palmas_TO_1304_Sul_Pfizer,Palmas -> TO_1304_Sul,jp,Palmas,-10.1845,-48.3337,TO_1304_Sul,-10.264686,-48.325011,2.194,1970,Pfizer,rodoviario
1,True,Palmas_TO_1304_Sul_AstraZeneca,Palmas -> TO_1304_Sul,jp,Palmas,-10.1845,-48.3337,TO_1304_Sul,-10.264686,-48.325011,2.194,1970,AstraZeneca,rodoviario
1,True,Palmas_TO_1304_Sul_CoronaVac,Palmas -> TO_1304_Sul,jp,Palmas,-10.1845,-48.3337,TO_1304_Sul,-10.264686,-48.325011,2.194,1970,CoronaVac,rodoviario
1,True,Palmas_TO_1304_Sul_Janssen,Palmas -> TO_1304_Sul,jp,Palmas,-10.1845,-48.3337,TO_1304_Sul,-10.264686,-48.325011,2.194,328,Janssen,rodoviario
1,True,Palmas_TO_1103Sul_Pfizer,Palmas -> TO_1103Sul,jp,Palmas,-10.1845,-48.3337,TO_1103Sul,-10.25151,-48.337281,2.162,1970,Pfizer,rodoviario
1,True,Palmas_TO_1103Sul_AstraZeneca,Palmas -> TO_1103Sul,jp,Palmas,-10.1845,-48.3337,TO_1103Sul,-10.25151,-48.337281,2.162,1970,AstraZeneca,rodoviario
1,True,Palmas_TO_1103Sul_CoronaVac,Palmas -> TO_1103Sul,jp,Palmas,-10.1845,-48.3337,TO_1103Sul,-10.25151,-48.337281,2.162,1970,CoronaVac,rodoviario
1,True,Palmas_TO_1103Sul_Janssen,Palmas -> TO_1103Sul,jp,Palmas,-10.1845,-48.3337,TO_1103Sul,-10.25151,-48.337281,2.162,328,Janssen,rodoviario
1,True,SaoLuis_MA_Jose_Carlos_Pfizer,SaoLuis -> MA_Jose_Carlos,jp,SaoLuis,-2.5274,-44.3061,MA_Jose_Carlos,-2.55774,-44.261282,2.130,6535,Pfizer,rodoviario
1,True,SaoLuis_MA_Jose_Carlos_AstraZeneca,SaoLuis -> MA_Jose_Carlos,jp,SaoLuis,-2.5274,-44.3061,MA_Jose_Carlos,-2.55774,-44.261282,2.130,6535,AstraZeneca,rodoviario
1,True,SaoLuis_MA_Jose_Carlos_CoronaVac,SaoLuis -> MA_Jose_Carlos,jp,SaoLuis,-2.5274,-44.3061,MA_Jose_Carlos,-2.55774,-44.261282,2.130,6535,CoronaVac,rodoviario
1,True,SaoLuis_MA_Jose_Carlos_Janssen,SaoLuis -> MA_Jose_Carlos,jp,SaoLuis,-2.5274,-44.3061,MA_Jose_Carlos,-2.55774,-44.261282,2.130,1089,Janssen,rodoviario
1,True,SaoLuis_MA_Santa_Efigenia_Pfizer,SaoLuis -> MA_Santa_Efigenia,jp,SaoLuis,-2.5274,-44.3061,MA_Santa_Efigenia,-2.576601,-44.190877,2.302,6535,Pfizer,rodoviario
1,True,SaoLuis_MA_Santa_Efigenia_AstraZeneca,SaoLuis -> MA_Santa_Efigenia,jp,SaoLuis,-2.5274,-44.3061,MA_Santa_Efigenia,-2.576601,-44.190877,2.302,6535,AstraZeneca,rodoviario
1,True,SaoLuis_MA_Santa_Efigenia_CoronaVac,SaoLuis -> MA_Santa_Efigenia,jp,SaoLuis,-2.5274,-44.3061,MA_Santa_Efigenia,-2.576601,-44.190877,2.302,6535,CoronaVac,rodoviario
1,True,SaoLuis_MA_Santa_Efigenia_Janssen,SaoLuis -> MA_Santa_Efigenia,jp,SaoLuis,-2.5274,-44.3061,MA_Santa_Efigenia,-2.576601,-44.190877,2.302,1089,Janssen,rodoviario
1,True,Teresina_PI_Cristo_Rei_Pfizer,Teresina -> PI_Cristo_Rei,jp,Teresina,-5.0911,-42.8116,PI_Cristo_Rei,-5.099928,-42.785312,2.067,5434,Pfizer,rodoviario
